,HCPCS_CODE,CLNDR_HCPCS_YR_NUM,LONG_DESCRIPTION,SHORT_DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD_DT,ACT_EFF_DT,TERM_DT,ACTION_CD
2276,G0456,2020,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection) using a mechanically-powered device, not durable medical equipment, including provision of cartridge and dressing(s), topical application(s), wound assessment, and instructions for ongoing care, per session; total wounds(s) surface area less than or equal to 50 square centimeters",Neg pre wound <=50 sq cm,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P6A,1,,,,,,2013-01-01,2015-01-01,2014-12-31,N
2277,G0457,2020,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection) using a mechanically-powered device, not durable medical equipment, including provision of cartridge and dressing(s), topical application(s), wound assessment, and instructions for ongoing care, per session; total wounds(s) surface area greater than 50 square centimeters",Neg pres wound >50 sq cm,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P6A,1,,,,,,2013-01-01,2015-01-01,2014-12-31,N
2278,G0458,2020,"Low dose rate (ldr) prostate brachytherapy services, composite rate",Ldr prostate brachy comp rat,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,185.0,P7A,6,,,,,,2013-01-01,2018-01-01,nan--,N
2279,G0459,2020,"Inpatient telehealth pharmacologic management, including prescription, use, and review of medication with no more than minimal medical psychotherapy",Telehealth inpt pharm mgmt,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M5D,1,,,,,,2012-08-02,2012-08-02,nan--,N
2280,G0460,2020,"Autologous platelet rich plasma for chronic wounds/ulcers, including phlebotomy, centrifugation, and all other preparatory procedures, administration and dressings, per treatment",Autologous prp for ulcers,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P5E,1,,,,,,2012-08-02,2012-08-02,nan--,N
2281,G0461,2020,"Immunohistochemistry or immunocytochemistry, per specimen; first single or multiplex antibody stain",Immunohisto/cyto chem 1st st,13.0,,,,A,,,,,,,,220.0,610.0,,,,,,,,,,,,C,,nan--,,,nan--,,T1G,5,,,,,,2014-01-01,2015-01-01,2014-12-31,N
2282,G0462,2020,"Immunohistochemistry or immunocytochemistry, per specimen; each additional single or multiplex antibody stain (list separately in addition to code for primary procedure)",Immunohisto/cyto chem add,13.0,,,,A,,,,,,,,220.0,610.0,,,,,,,,,,,,C,,nan--,,,nan--,,T1G,5,,,,,,2014-01-01,2015-01-01,2014-12-31,N
2283,G0463,2020,Hospital outpatient clinic visit for assessment and management of a patient,Hospital outpt clinic visit,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1B,1,,,,,,2014-01-01,2014-01-01,nan--,N
2284,G0464,2020,"Colorectal cancer screening; stool-based dna and fecal occult hemoglobin (e.g., kras, ndrg4 and bmp3)","Colorec ca scr, sto bas dna",21.0,,,,A,,,,,,,,220.0,310.0,900.0,,,,,,81528,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2014-10-09,2016-01-01,2015-12-31,N
2285,G0466,2020,"Federally qualified health center (fqhc) visit, new patient; a medically-necessary, face-to-face encounter (one-on-one) between a new patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a fqhc visit",Fqhc visit new patient,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1A,1,,,,,,2014-10-01,2014-10-01,nan--,N
2286,G0467,2020,"Federally qualified health center (fqhc) visit, established patient; a medically-necessary, face-to-face encounter (one-on-one) between an established patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a fqhc visit","Fqhc visit, estab pt",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1B,1,,,,,,2014-10-01,2014-10-01,nan--,N
2287,G0468,2020,"Federally qualified health center (fqhc) visit, ippe or awv; a fqhc visit that includes an initial preventive physical examination (ippe) or annual wellness visit (awv) and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving an ippe or awv","Fqhc visit, ippe or awv",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1B,1,,,,,,2014-10-01,2014-10-01,nan--,N
2288,G0469,2020,"Federally qualified health center (fqhc) visit, mental health, new patient; a medically-necessary, face-to-face mental health encounter (one-on-one) between a new patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a mental health visit","Fqhc visit, mh new pt",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1A,1,,,,,,2014-10-01,2014-10-01,nan--,N
2289,G0470,2020,"Federally qualified health center (fqhc) visit, mental health, established patient; a medically-necessary, face-to-face mental health encounter (one-on-one) between an established patient and a fqhc practitioner during which time one or more fqhc services are rendered and includes a typical bundle of medicare-covered services that would be furnished per diem to a patient receiving a mental health visit","Fqhc visit, mh estab pt",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1B,1,,,,,,2014-10-01,2014-10-01,nan--,N
2290,G0471,2020,Collection of venous blood by venipuncture or urine sample by catheterization from an individual in a skilled nursing facility (snf) or by a laboratory on behalf of a home health agency (hha),Ven blood coll snf/hha,21.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Z2,5,,,,,,2014-04-01,2014-04-01,nan--,N
2291,G0472,2020,"Hepatitis c antibody screening, for individual at high risk and other covered indication(s)",Hep c screen high risk/other,13.0,21.0,,,A,,,,,,,1861SSA,220.0,,,,,,,,,,,,,D,,nan--,,,nan--,199.0,P5E,5,,,,,,2014-06-02,2016-01-01,nan--,N
2292,G0473,2020,"Face-to-face behavioral counseling for obesity, group (2-10), 30 minutes",Group behave couns 2-10,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M1B,1,,,,,,2015-01-01,2015-01-01,nan--,N
2293,G0475,2020,"Hiv antigen/antibody, combination assay, screening",Hiv combination assay,13.0,,,,A,,,,,,,,140.0,220.0,,,,,,,,,,,,C,,nan--,,,nan--,,T2D,5,,,,,,2015-04-13,2015-04-13,nan--,N
2294,G0476,2020,"Infectious agent detection by nucleic acid (dna or rna); human papillomavirus (hpv), high-risk types (e.g., 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 68) for cervical cancer screening, must be performed in addition to pap test",Hpv combo assay ca screen,13.0,,,,A,,,,,,,,140.0,,,,,,,,,,,,,C,,nan--,,,nan--,,T2D,5,,,,,,2015-07-09,2015-07-09,nan--,N
2295,G0477,2020,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures, (e.g., immunoassay) capable of being read by direct optical observation only (e.g., dipsticks, cups, cards, cartridges), includes sample validation when performed, per date of service",Drug test presump optical,21.0,,,,A,,,,,,,,,,,,,,,,80305,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,2016-12-31,N
2296,G0478,2020,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures, (e.g., immunoassay) read by instrument-assisted direct optical observation (e.g., dipsticks, cups, cards, cartridges), includes sample validation when performed, per date of service",Drug test presump opt inst,21.0,,,,A,,,,,,,,,,,,,,,,80306,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,2016-12-31,N
2297,G0479,2020,"Drug test(s), presumptive, any number of drug classes; any number of devices or procedures by instrumented chemistry analyzers utilizing immunoassay, enzyme assay, tof, maldi, ldtd, desi, dart, ghpc, gc mass spectrometry), includes sample validation when performed, per date of service",Drug test presump not opt,21.0,,,,A,,,,,,,,,,,,,,,,80307,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,2016-12-31,N
2298,G0480,2020,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem and excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase)), (2) stable isotope or other universally recognized internal standards in all samples (e.g., to control for matrix effects, interferences and variations in signal strength), and (3) method or drug-specific calibration and matrix-matched quality control material (e.g., to control for instrument variations and mass spectral drift); qualitative or quantitative, all sources, includes specimen validity testing, per day; 1-7 drug class(es), including metabolite(s) if performed",Drug test def 1-7 classes,21.0,,,,A,,,,,,,,340.0,,,,,,,,,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,nan--,N
2299,G0481,2020,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem and excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase)), (2) stable isotope or other universally recognized internal standards in all samples (e.g., to control for matrix effects, interferences and variations in signal strength), and (3) method or drug-specific calibration and matrix-matched quality control material (e.g., to control for instrument variations and mass spectral drift); qualitative or quantitative, all sources, includes specimen validity testing, per day; 8-14 drug class(es), including metabolite(s) if performed",Drug test def 8-14 classes,21.0,,,,A,,,,,,,,340.0,,,,,,,,,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,nan--,N
2300,G0482,2020,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem and excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase)), (2) stable isotope or other universally recognized internal standards in all samples (e.g., to control for matrix effects, interferences and variations in signal strength), and (3) method or drug-specific calibration and matrix-matched quality control material (e.g., to control for instrument variations and mass spectral drift); qualitative or quantitative, all sources, includes specimen validity testing, per day; 15-21 drug class(es), including metabolite(s) if performed",Drug test def 15-21 classes,21.0,,,,A,,,,,,,,340.0,,,,,,,,,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,nan--,N
2301,G0483,2020,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem and excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase)), (2) stable isotope or other universally recognized internal standards in all samples (e.g., to control for matrix effects, interferences and variations in signal strength), and (3) method or drug-specific calibration and matrix-matched quality control material (e.g., to control for instrument variations and mass spectral drift); qualitative or quantitative, all sources, includes specimen validity testing, per day; 22 or more drug class(es), including metabolite(s) if performed",Drug test def 22+ classes,21.0,,,,A,,,,,,,,340.0,,,,,,,,,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-01-01,2017-01-01,nan--,N
2302,G0490,2020,Face-to-face home health nursing visit by a rural health clinic (rhc) or federally qualified health center (fqhc) in an area with a shortage of home health agencies;  (services limited to rn or lpn only),"Home visit rn, lpn by rhc/fq",13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M4A,1,,,,,,2016-04-01,2016-04-01,nan--,N
2303,G0491,2020,Dialysis procedure at a medicare certified esrd facility for acute kidney injury without esrd,Dialysis acu kidney no esrd,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P9A,1,,,,,,2017-01-01,2017-01-01,nan--,N
2304,G0492,2020,Dialysis procedure with single evaluation by a physician or other qualified health care professional  for acute kidney injury without esrd,Md/oth eval acut kid no esrd,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P9A,1,,,,,,2017-01-01,2017-01-01,nan--,N
2305,G0493,2020,"Skilled services of a registered nurse (rn) for the observation and assessment of the patient's condition, each 15 minutes (the change in the patient's condition requires skilled nursing personnel to identify and evaluate the patient's need for possible modification of treatment in the home health or hospice setting)",Rn care ea 15 min hh/hospice,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Y2,1,,,,,,2017-01-01,2017-01-01,nan--,N
2306,G0494,2020,"Skilled services of a licensed practical nurse (lpn) for the observation and assessment of the patient's condition, each 15 minutes (the change in the patient's condition requires skilled nursing personnel to identify and evaluate the patient's need for possible modification of treatment in the home health or hospice setting)",Lpn care ea 15min hh/hospice,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Y2,1,,,,,,2017-01-01,2017-01-01,nan--,N
2307,G0495,2020,"Skilled services of a registered nurse (rn), in the training and/or education of a patient or family member, in the home health or hospice setting, each 15 minutes",Rn care train/edu in hh,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Y2,1,,,,,,2017-01-01,2017-01-01,nan--,N
2308,G0496,2020,"Skilled services of a licensed practical nurse (lpn), in the training and/or education of a patient or family member, in the home health or hospice setting, each 15 minutes",Lpn care train/edu in hh,,,,,9,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,Y2,1,,,,,,2017-01-01,2017-01-01,nan--,N
2309,G0498,2020,"Chemotherapy administration, intravenous infusion technique; initiation of infusion in the office/clinic setting using office/clinic pump/supplies, with continuation of the infusion in the community setting (e.g., home, domiciliary, rest home or assisted living) using a portable pump provided by the office/clinic, includes follow up office/clinic visit at the conclusion of the infusion",Chemo extend iv infus w/pump,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P7B,1,,,,,,2016-01-01,2016-01-01,nan--,N
2310,G0499,2020,"Hepatitis b screening in non-pregnant, high risk individual includes hepatitis b surface antigen (hbsag), antibodies to hbsag (anti-hbs) and antibodies to hepatitis b core antigen (anti-hbc), and is followed by a neutralizing confirmatory test, when performed, only for an initially reactive hbsag result",Hepb screen high risk indiv,13.0,,,,A,,,,,,,,140.0,220.0,,,,,,,,,,,,C,,nan--,,,nan--,,T1H,5,,,,,,2016-09-28,2018-04-01,nan--,N
2311,G0500,2020,"Moderate sedation services provided by the same physician or other qualified health care professional performing a gastrointestinal endoscopic service that sedation supports, requiring the presence of an independent trained observer to assist in the monitoring of the patient's level of consciousness and physiological status; initial 15 minutes of intra-service time; patient age 5 years or older (additional time may be reported with 99153, as appropriate)",Mod sedat endo service >5yrs,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,P0,1,,,,,,2017-01-01,2017-01-01,nan--,N
2312,G0501,2020,"Resource-intensive services for patients for whom the use of specialized mobility-assistive technology (such as adjustable height chairs or tables, patient lift, and adjustable padded leg supports) is medically necessary and used during the provision of an office/outpatient, evaluation and management  visit (list separately in addition to primary service)",Resource-inten svc during ov,13.0,,,,A,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,M5D,1,,,,,,2017-01-01,2017-01-01,nan--,N
2313,G0502,2020,"Initial psychiatric collaborative care management, first 70 minutes in the first calendar month of behavioral health care manager activities, in consultation with a psychiatric consultant, and directed by the treating physician or other qualified health care professional, with the following required elements: outreach to and engagement in treatment of a patient directed by the treating physician or other qualified health care professional; initial assessment of the patient, including administration of validated rating scales, with the development of an individualized treatment plan;  review by the psychiatric consultant with modifications of the plan if recommended;  entering patient in a registry and tracking patient follow-up and progress using the registry, with appropriate documentation, and participation in weekly caseload consultation with the psychiatric consultant; and provision of brief interventions using evidence-based techniques such as behavioral activation, motivational interviewing, and other focused treatment strategies","Init psych care manag, 70min",13.0,,,,A,,,,,,,,,,,,,,,,99492,,,,,C,,nan--,,,nan--,,M5D,1,,,,,,2017-01-01,2018-01-01,2017-12-31,N
2314,G0503,2020,"Subsequent psychiatric collaborative care management, first 60 minutes in a subsequent month of behavioral health care manager activities, in consultation with a psychiatric consultant, and directed by the treating physician or other qualified health care professional, with the following required elements:  tracking patient follow-up and progress using the registry, with appropriate documentation;  participation in weekly caseload consultation with the psychiatric consultant;  ongoing collaboration with and coordination of the patient's mental health care with the treating physician or other qualified health care professional and any other treating mental health providers;  additional review of progress and recommendations for changes in treatment, as indicated, including medications, based on recommendations provided by the psychiatric consultant;  provision of brief interventions using evidence-based techniques such as behavioral activation, motivational interviewing, and other focused treatment strategies;  monitoring of patient outcomes using validated rating scales; and relapse prevention planning with patients as they achieve remission of symptoms and/or other treatment","Subseq  psych care man,60mi",13.0,,,,A,,,,,,,,,,,,,,,,99493,,,,,C,,nan--,,,nan--,,M5D,1,,,,,,2017-01-01,2018-01-01,2017-12-31,N
